Age, Height, Weight, Chest, Size, Color
26, 156.0, 65.7, 92.2,Small, red 
21, 166.5, 53.4, 83.9,XX_Small, pink 
23, 171.1, 66.3, 87.4,X_Small, yellow 
22, 166.0, 78.2, 100.8,Medium, blue 
45, 157.2, 88.6, 108.9,Large, lavender 
44, 170.7, 83.7, 103.1,Large, lavender 
21, 164.4, 73.2, 98.8,Medium, blue 
23, 167.1, 76.0, 96.8,Medium, blue 
24, 152.1, 54.5, 83.1,XX_Small, pink 
37, 159.0, 68.4, 101.0,Medium, blue 
33, 170.7, 99.0, 106.5,Large, lavender 
36, 166.8, 74.2, 103.4,Large, lavender 
40, 165.4, 78.1, 106.3,Large, lavender 
24, 166.6, 71.8, 93.7,Small, red 
30, 159.9, 70.9, 98.9,Medium, blue 
36, 167.3, 67.2, 94.0,Small, red 
19, 164.7, 62.0, 83.5,XX_Small, pink 
19, 167.8, 59.5, 89.7,X_Small, yellow 
33, 167.9, 74.1, 97.9,Medium, blue 
34, 161.5, 60.5, 85.3,X_Small, yellow 
31, 151.7, 80.0, 109.0,Large, lavender 
29, 167.4, 74.7, 94.1,Small, red 
31, 162.3, 49.1, 85.7,X_Small, yellow 
33, 166.8, 70.3, 97.3,Medium, blue 
19, 164.4, 71.5, 97.5,Medium, blue 
23, 157.9, 70.8, 102.6,Large, lavender 
23, 144.6, 48.8, 83.2,XX_Small, pink 
21, 162.0, 69.1, 92.1,Small, red 
24, 168.4, 73.0, 103.2,Large, lavender 
30, 161.9, 61.0, 90.4,Small, red 
30, 159.2, 65.8, 95.1,Medium, blue 
28, 165.5, 70.9, 95.0,Medium, blue 
22, 172.3, 72.8, 96.5,Medium, blue 
40, 167.7, 84.6, 111.5,Large, lavender 
42, 165.4, 94.5, 117.0,X_Large, green 
26, 163.4, 62.7, 89.5,X_Small, yellow 
40, 168.3, 57.8, 94.4,Small, red 
29, 155.2, 52.4, 83.3,XX_Small, pink 
37, 161.7, 73.2, 102.5,Large, lavender 
26, 158.8, 79.1, 98.2,Medium, blue 
31, 164.1, 89.4, 106.0,Large, lavender 
28, 168.5, 68.9, 99.1,Medium, blue 
25, 165.6, 75.8, 99.4,Medium, blue 
26, 160.3, 73.1, 107.1,Large, lavender 
35, 160.8, 74.8, 94.5,Small, red 
22, 166.4, 80.6, 109.4,Large, lavender 
40, 161.9, 71.4, 93.2,Small, red 
43, 162.0, 71.2, 101.3,Medium, blue 
20, 172.0, 65.7, 91.0,Small, red 
26, 158.2, 47.7, 79.3,XX_Small, pink 
24, 172.0, 69.6, 95.4,Medium, blue 
27, 172.0, 119.6, 116.1,X_Large, green 
41, 170.1, 88.7, 113.5,X_Large, green 
30, 162.7, 75.4, 109.5,Large, lavender 
25, 153.6, 67.8, 101.4,Medium, blue 
24, 154.6, 60.7, 94.6,Small, red 
21, 165.4, 57.2, 81.4,XX_Small, pink 
24, 160.5, 68.9, 94.0,Small, red 
29, 163.0, 71.2, 98.8,Medium, blue 
23, 161.2, 60.4, 90.4,Small, red 
35, 175.7, 69.7, 87.6,X_Small, yellow 
28, 167.0, 85.4, 109.0,Large, lavender 
26, 163.2, 61.7, 94.3,Small, red 
27, 163.5, 79.0, 113.2,X_Large, green 
25, 168.2, 67.2, 97.7,Medium, blue 
27, 166.1, 69.5, 97.7,Medium, blue 
22, 159.6, 66.9, 100.6,Medium, blue 
24, 159.6, 57.4, 93.6,Small, red 
26, 166.5, 81.5, 106.5,Large, lavender 
27, 161.7, 61.8, 89.0,X_Small, yellow 
20, 155.5, 64.5, 90.0,Small, red 
36, 157.8, 55.7, 86.2,X_Small, yellow 
44, 158.1, 61.4, 89.6,X_Small, yellow 
34, 169.8, 66.8, 94.3,Small, red 
26, 155.4, 73.0, 109.2,Large, lavender 
22, 175.6, 73.7, 92.0,Small, red 
29, 156.6, 69.3, 107.1,Large, lavender 
44, 165.1, 75.7, 100.1,Medium, blue 
38, 158.5, 74.0, 112.6,X_Large, green 
22, 165.7, 68.2, 98.2,Medium, blue 
25, 171.9, 86.7, 106.9,Large, lavender 
18, 182.2, 88.2, 106.1,Large, lavender 
34, 164.9, 78.6, 103.1,Large, lavender 
20, 168.7, 62.2, 92.4,Small, red 
33, 169.8, 78.2, 99.9,Medium, blue 
36, 153.0, 60.8, 86.5,X_Small, yellow 
29, 158.1, 67.4, 99.8,Medium, blue 
23, 160.9, 68.6, 93.0,Small, red 
35, 164.4, 67.0, 93.4,Small, red 
19, 154.8, 63.5, 85.6,X_Small, yellow 
30, 160.6, 77.3, 97.9,Medium, blue 
42, 164.2, 55.5, 85.2,X_Small, yellow 
38, 162.2, 72.7, 101.4,Medium, blue 
24, 166.9, 59.3, 84.1,X_Small, yellow 
35, 174.5, 99.8, 105.7,Large, lavender 
32, 149.5, 58.1, 98.6,Medium, blue 
41, 149.3, 64.2, 95.1,Medium, blue 
40, 164.1, 75.8, 106.8,Large, lavender 
42, 160.7, 68.3, 94.5,Small, red 
33, 156.0, 47.1, 82.6,XX_Small, pink 
30, 162.5, 66.5, 97.8,Medium, blue 
36, 167.0, 68.5, 97.8,Medium, blue 
20, 161.6, 57.9, 87.0,X_Small, yellow 
46, 158.2, 64.7, 108.0,Large, lavender 
20, 173.0, 59.1, 92.1,Small, red 
20, 150.1, 45.0, 84.6,X_Small, yellow 
40, 151.5, 57.2, 95.9,Medium, blue 
31, 157.6, 72.1, 102.2,Large, lavender 
32, 162.8, 67.6, 87.8,X_Small, yellow 
32, 158.6, 71.1, 102.9,Large, lavender 
24, 173.7, 79.1, 93.6,Small, red 
24, 157.6, 53.6, 83.4,XX_Small, pink 
32, 162.6, 63.9, 93.1,Small, red 
32, 160.4, 62.8, 98.1,Medium, blue 
27, 167.3, 78.8, 103.7,Large, lavender 
27, 164.2, 59.8, 98.1,Medium, blue 
41, 153.8, 75.2, 105.2,Large, lavender 
38, 157.4, 68.6, 102.8,Large, lavender 
26, 163.7, 66.8, 94.6,Small, red 
25, 162.0, 61.3, 93.0,Small, red 
20, 173.3, 74.2, 93.7,Small, red 
26, 152.6, 52.2, 81.0,XX_Small, pink 
42, 173.2, 76.7, 99.1,Medium, blue 
20, 162.4, 66.1, 98.5,Medium, blue 
34, 150.7, 50.5, 84.4,X_Small, yellow 
31, 156.0, 63.7, 96.5,Medium, blue 
20, 164.0, 66.6, 98.5,Medium, blue 
21, 167.5, 61.0, 86.2,X_Small, yellow 
19, 152.6, 58.1, 86.3,X_Small, yellow 
27, 162.3, 60.9, 87.0,X_Small, yellow 
24, 158.4, 57.5, 81.5,XX_Small, pink 
42, 167.1, 79.7, 105.7,Large, lavender 
43, 155.2, 74.5, 113.7,X_Large, green 
31, 163.3, 61.4, 87.4,X_Small, yellow 
37, 153.0, 67.7, 100.4,Medium, blue 
27, 160.6, 50.8, 84.4,X_Small, yellow 
24, 161.7, 63.3, 95.0,Medium, blue 
24, 164.5, 71.1, 101.3,Medium, blue 
36, 168.1, 72.7, 96.0,Medium, blue 
22, 165.5, 67.9, 99.2,Medium, blue 
24, 162.6, 83.3, 106.9,Large, lavender 
26, 163.5, 62.2, 83.8,XX_Small, pink 
32, 157.2, 61.6, 96.2,Medium, blue 
45, 160.8, 57.3, 89.9,X_Small, yellow 
29, 166.2, 50.7, 82.8,XX_Small, pink 
21, 158.2, 61.1, 94.0,Small, red 
21, 170.1, 86.6, 115.6,X_Large, green 
40, 160.2, 52.3, 88.6,X_Small, yellow 
34, 154.9, 67.6, 99.1,Medium, blue 
21, 156.1, 54.9, 89.9,X_Small, yellow 
24, 167.7, 57.1, 88.9,X_Small, yellow 
30, 159.4, 64.4, 90.7,Small, red 
21, 162.8, 64.9, 94.0,Small, red 
21, 154.9, 59.2, 94.9,Small, red 
41, 155.9, 56.3, 86.6,X_Small, yellow 
27, 161.9, 58.0, 90.7,Small, red 
39, 169.0, 81.0, 98.3,Medium, blue 
32, 169.8, 64.9, 89.5,X_Small, yellow 
24, 170.5, 65.4, 89.2,X_Small, yellow 
24, 162.5, 57.0, 87.5,X_Small, yellow 
35, 166.6, 80.5, 101.2,Medium, blue 
24, 155.9, 67.1, 102.6,Large, lavender 
35, 159.5, 67.3, 97.7,Medium, blue 
23, 163.4, 55.0, 81.2,XX_Small, pink 
41, 164.3, 70.8, 91.3,Small, red 
39, 166.7, 53.8, 94.3,Small, red 
39, 166.1, 77.1, 103.2,Large, lavender 
46, 156.0, 60.2, 87.8,X_Small, yellow 
42, 161.0, 71.9, 97.1,Medium, blue 
50, 161.0, 61.7, 90.6,Small, red 
44, 168.2, 76.1, 102.4,Large, lavender 
45, 160.4, 73.9, 102.8,Large, lavender 
47, 154.0, 56.0, 88.1,X_Small, yellow 
42, 163.8, 64.7, 91.9,Small, red 
45, 165.6, 72.4, 91.8,Small, red 
39, 159.7, 70.8, 111.8,Large, lavender 
44, 174.9, 95.3, 113.0,X_Large, green 
44, 166.1, 74.8, 100.2,Medium, blue 
25, 152.6, 70.0, 103.9,Large, lavender 
37, 158.3, 65.5, 93.4,Small, red 
46, 153.3, 49.9, 84.4,X_Small, yellow 
48, 157.5, 55.3, 82.1,XX_Small, pink 
38, 177.6, 92.4, 107.2,Large, lavender 
44, 171.3, 71.6, 108.4,Large, lavender 
45, 165.3, 67.6, 91.8,Small, red 
48, 151.6, 64.1, 103.2,Large, lavender 
41, 165.8, 66.6, 97.1,Medium, blue 
52, 161.7, 66.3, 102.2,Large, lavender 
45, 168.7, 76.3, 98.7,Medium, blue 
44, 160.3, 71.7, 103.6,Large, lavender 
33, 153.9, 64.3, 99.0,Medium, blue 
48, 160.3, 59.1, 96.5,Medium, blue 
19, 162.0, 52.9, 81.7,XX_Small, pink 
27, 161.7, 69.4, 99.3,Medium, blue 
39, 160.0, 69.9, 103.1,Large, lavender 
27, 157.2, 59.2, 87.7,X_Small, yellow 
49, 163.2, 54.0, 81.8,XX_Small, pink 
30, 169.0, 70.1, 94.5,Small, red 
23, 168.2, 68.1, 91.6,Small, red 
23, 165.7, 86.4, 105.0,Large, lavender 
23, 167.2, 67.2, 88.1,X_Small, yellow 
27, 162.1, 55.9, 91.2,Small, red 
41, 162.3, 56.6, 85.4,X_Small, yellow 
22, 163.3, 58.5, 88.7,X_Small, yellow 
26, 152.6, 62.8, 100.5,Medium, blue 
21, 157.0, 46.7, 82.5,XX_Small, pink 
21, 161.6, 59.9, 87.4,X_Small, yellow 
32, 169.0, 64.2, 97.2,Medium, blue 
27, 163.7, 81.3, 102.6,Large, lavender 
23, 171.8, 71.9, 97.9,Medium, blue 
24, 158.8, 54.8, 87.3,X_Small, yellow 
28, 152.0, 48.5, 84.4,X_Small, yellow 
35, 161.8, 65.8, 92.1,Small, red 
23, 163.1, 75.3, 100.0,Medium, blue 
37, 164.2, 63.6, 93.8,Small, red 
27, 171.9, 75.2, 95.2,Medium, blue 
20, 171.5, 75.5, 93.1,Small, red 
33, 165.3, 46.9, 81.4,XX_Small, pink 
35, 159.0, 53.7, 91.3,Small, red 
37, 175.1, 75.8, 95.0,Medium, blue 
43, 158.3, 67.9, 95.0,Medium, blue 
31, 162.7, 68.4, 91.5,Small, red 
28, 158.6, 67.7, 92.3,Small, red 
27, 167.5, 61.7, 90.9,Small, red 
48, 160.6, 71.7, 98.6,Medium, blue 
28, 168.0, 64.2, 87.0,X_Small, yellow 
21, 177.3, 74.0, 94.2,Small, red 
22, 168.0, 79.2, 110.5,Large, lavender 
22, 164.5, 58.1, 83.8,XX_Small, pink 
21, 155.8, 72.7, 108.6,Large, lavender 
37, 166.5, 70.4, 98.5,Medium, blue 
44, 160.1, 65.3, 96.0,Medium, blue 
26, 165.8, 72.5, 96.4,Medium, blue 
30, 162.3, 72.1, 101.5,Medium, blue 
34, 166.1, 56.1, 86.2,X_Small, yellow 
21, 156.3, 58.3, 86.1,X_Small, yellow 
28, 163.0, 67.7, 92.7,Small, red 
31, 152.8, 57.6, 90.6,Small, red 
27, 165.3, 55.9, 84.7,X_Small, yellow 
51, 151.2, 46.8, 84.1,X_Small, yellow 
22, 162.9, 56.7, 85.5,X_Small, yellow 
26, 167.5, 82.0, 107.2,Large, lavender 
24, 149.8, 66.4, 98.8,Medium, blue 
41, 153.8, 62.6, 98.4,Medium, blue 
22, 156.7, 65.3, 93.8,Small, red 
23, 159.0, 53.9, 86.6,X_Small, yellow 
21, 157.3, 75.0, 106.3,Large, lavender 
25, 159.5, 70.4, 94.9,Small, red 
24, 161.0, 67.5, 98.2,Medium, blue 
20, 156.5, 64.0, 93.5,Small, red 
25, 152.3, 47.0, 84.5,X_Small, yellow 
23, 157.0, 50.2, 83.6,XX_Small, pink 
23, 155.6, 59.7, 94.9,Small, red 
29, 159.9, 64.6, 95.4,Medium, blue 
23, 161.1, 72.6, 94.0,Small, red 
45, 168.1, 63.1, 91.5,Small, red 
23, 158.5, 63.1, 92.5,Small, red 
24, 161.4, 66.0, 103.2,Large, lavender 
22, 167.4, 78.9, 98.8,Medium, blue 
23, 165.3, 53.1, 83.8,XX_Small, pink 
27, 159.3, 70.8, 99.2,Medium, blue 
37, 159.2, 62.5, 96.9,Medium, blue 
31, 161.7, 68.0, 95.7,Medium, blue 
44, 158.9, 73.4, 109.3,Large, lavender 
28, 159.7, 68.8, 99.7,Medium, blue 
39, 169.8, 84.0, 109.0,Large, lavender 
28, 161.9, 64.7, 92.3,Small, red 
22, 166.3, 56.1, 84.4,X_Small, yellow 
44, 160.6, 73.5, 101.1,Medium, blue 
45, 160.9, 73.3, 99.7,Medium, blue 
26, 169.6, 60.5, 94.3,Small, red 
24, 172.3, 72.2, 93.4,Small, red 
50, 174.8, 90.8, 103.1,Large, lavender 
27, 169.5, 76.0, 98.5,Medium, blue 
49, 164.8, 60.6, 93.5,Small, red 
21, 157.9, 57.3, 87.2,X_Small, yellow 
24, 158.7, 60.2, 99.6,Medium, blue 
48, 160.4, 66.9, 99.4,Medium, blue 
40, 160.3, 82.9, 113.1,X_Large, green 
37, 171.2, 76.5, 96.6,Medium, blue 
37, 162.8, 67.1, 90.8,Small, red 
48, 152.0, 58.9, 98.5,Medium, blue 
23, 164.0, 61.5, 89.6,X_Small, yellow 
23, 161.6, 52.9, 86.4,X_Small, yellow 
32, 168.4, 84.7, 109.5,Large, lavender 
29, 164.9, 59.6, 89.0,X_Small, yellow 
37, 167.7, 66.6, 96.5,Medium, blue 
44, 165.3, 67.6, 95.8,Medium, blue 
44, 163.8, 65.8, 92.6,Small, red 
31, 164.6, 59.6, 87.8,X_Small, yellow 
26, 161.9, 73.5, 95.1,Medium, blue 
24, 153.0, 55.6, 85.8,X_Small, yellow 
24, 160.3, 56.1, 87.0,X_Small, yellow 
20, 168.0, 56.0, 87.5,X_Small, yellow 
31, 160.2, 87.1, 113.9,X_Large, green 
22, 144.7, 73.6, 106.4,Large, lavender 
21, 162.7, 61.3, 92.3,Small, red 
24, 159.4, 50.5, 86.1,X_Small, yellow 
25, 168.8, 82.3, 105.7,Large, lavender 
39, 154.7, 56.1, 89.6,X_Small, yellow 
28, 162.1, 75.4, 99.1,Medium, blue 
28, 162.5, 59.3, 90.4,Small, red 
49, 159.7, 69.5, 98.1,Medium, blue 
27, 160.2, 82.0, 104.6,Large, lavender 
32, 161.4, 58.3, 95.2,Medium, blue 
30, 174.3, 92.0, 106.7,Large, lavender 
23, 160.3, 84.1, 110.5,Large, lavender 
30, 157.6, 84.2, 119.6,X_Large, green 
22, 161.9, 66.0, 99.9,Medium, blue 
35, 175.4, 89.6, 105.2,Large, lavender 
31, 170.9, 84.2, 101.4,Medium, blue 
32, 178.9, 84.5, 104.8,Large, lavender 
40, 158.7, 59.6, 89.6,X_Small, yellow 
29, 168.7, 68.8, 94.3,Small, red 
26, 166.5, 69.0, 89.9,X_Small, yellow 
45, 157.3, 74.8, 99.6,Medium, blue 
21, 165.4, 69.9, 91.1,Small, red 
30, 158.2, 69.1, 100.5,Medium, blue 
39, 157.5, 56.6, 87.3,X_Small, yellow 
18, 160.0, 69.9, 97.6,Medium, blue 
24, 158.4, 46.8, 83.4,XX_Small, pink 
39, 153.5, 70.1, 98.6,Medium, blue 
37, 159.3, 83.2, 106.2,Large, lavender 
20, 158.3, 78.9, 100.4,Medium, blue 
29, 160.8, 59.2, 89.6,X_Small, yellow 
25, 166.3, 58.3, 86.1,X_Small, yellow 
27, 160.9, 74.6, 95.1,Medium, blue 
19, 151.3, 42.8, 77.2,XX_Small, pink 
22, 170.4, 85.3, 103.4,Large, lavender 
27, 170.8, 66.4, 89.9,X_Small, yellow 
21, 150.6, 57.7, 95.5,Medium, blue 
28, 158.3, 56.5, 86.7,X_Small, yellow 
42, 173.1, 71.4, 97.1,Medium, blue 
22, 166.9, 76.2, 96.6,Medium, blue 
21, 164.0, 55.6, 80.0,XX_Small, pink 
25, 161.3, 56.1, 81.2,XX_Small, pink 
29, 164.0, 64.1, 94.6,Small, red 
40, 158.1, 76.6, 100.8,Medium, blue 
36, 166.4, 70.2, 97.1,Medium, blue 
44, 156.2, 56.1, 91.8,Small, red 
27, 172.2, 81.2, 98.7,Medium, blue 
27, 156.4, 72.5, 96.9,Medium, blue 
29, 158.9, 68.6, 97.9,Medium, blue 
28, 178.9, 92.4, 101.7,Medium, blue 
26, 160.8, 66.2, 105.8,Large, lavender 
35, 159.5, 56.2, 88.7,X_Small, yellow 
41, 159.0, 56.4, 85.9,X_Small, yellow 
40, 157.5, 65.3, 98.0,Medium, blue 
52, 153.9, 67.9, 103.7,Large, lavender 
29, 165.4, 77.7, 98.4,Medium, blue 
25, 161.6, 63.2, 95.9,Medium, blue 
33, 164.6, 69.7, 98.8,Medium, blue 
47, 154.8, 68.1, 90.0,Small, red 
20, 161.7, 57.0, 82.7,XX_Small, pink 
23, 152.7, 74.2, 108.9,Large, lavender 
23, 165.3, 58.9, 89.5,X_Small, yellow 
37, 160.6, 75.0, 102.4,Large, lavender 
22, 170.0, 74.4, 94.8,Small, red 
27, 167.2, 81.5, 113.1,X_Large, green 
26, 172.8, 76.5, 98.8,Medium, blue 
22, 167.7, 82.7, 109.8,Large, lavender 
33, 179.0, 79.3, 103.3,Large, lavender 
29, 164.3, 73.5, 96.0,Medium, blue 
24, 158.4, 62.0, 95.5,Medium, blue 
34, 158.3, 65.9, 102.3,Large, lavender 
30, 164.0, 70.5, 100.0,Medium, blue 
22, 156.2, 49.3, 86.6,X_Small, yellow 
26, 165.0, 64.3, 88.1,X_Small, yellow 
23, 165.6, 65.4, 95.0,Medium, blue 
19, 162.4, 65.5, 102.0,Large, lavender 
36, 163.1, 85.6, 115.9,X_Large, green 
23, 171.5, 63.2, 86.6,X_Small, yellow 
24, 160.7, 64.8, 90.8,Small, red 
27, 160.0, 60.4, 88.3,X_Small, yellow 
27, 157.1, 70.2, 99.3,Medium, blue 
30, 160.3, 65.9, 92.0,Small, red 
27, 159.9, 77.1, 112.2,X_Large, green 
29, 160.2, 52.4, 82.9,XX_Small, pink 
21, 164.2, 68.5, 92.5,Small, red 
32, 171.5, 101.7, 109.6,Large, lavender 
39, 163.4, 48.7, 86.2,X_Small, yellow 
29, 165.7, 82.4, 105.9,Large, lavender 
46, 162.6, 72.4, 108.6,Large, lavender 
45, 153.6, 61.7, 96.8,Medium, blue 
32, 169.8, 69.6, 90.8,Small, red 
24, 165.2, 75.3, 95.6,Medium, blue 
29, 161.1, 78.5, 104.3,Large, lavender 
26, 176.4, 81.2, 100.3,Medium, blue 
22, 158.6, 48.5, 82.5,XX_Small, pink 
24, 159.2, 59.5, 89.9,X_Small, yellow 
25, 178.2, 74.0, 95.8,Medium, blue 
32, 170.8, 79.9, 102.8,Large, lavender 
26, 165.0, 64.5, 95.7,Medium, blue 
29, 161.2, 72.5, 100.7,Medium, blue 
27, 166.0, 60.0, 84.2,X_Small, yellow 
21, 162.9, 63.0, 88.4,X_Small, yellow 
19, 163.0, 76.2, 99.2,Medium, blue 
20, 174.3, 69.6, 91.3,Small, red 
34, 168.8, 81.8, 115.2,X_Large, green 
33, 158.0, 50.8, 83.6,XX_Small, pink 
20, 161.0, 66.5, 95.7,Medium, blue 
19, 155.6, 40.0, 75.7,XX_Small, pink 
28, 158.5, 73.6, 98.5,Medium, blue 
27, 168.5, 77.0, 103.6,Large, lavender 
23, 159.2, 63.0, 94.3,Small, red 
23, 169.8, 76.1, 96.0,Medium, blue 
26, 164.8, 69.0, 87.5,X_Small, yellow 
21, 157.5, 57.3, 87.9,X_Small, yellow 
24, 160.2, 61.7, 93.5,Small, red 
19, 166.9, 66.3, 88.6,X_Small, yellow 
27, 163.7, 85.0, 101.8,Medium, blue 
21, 169.0, 60.1, 92.9,Small, red 
24, 166.4, 65.5, 93.5,Small, red 
30, 171.0, 71.6, 93.2,Small, red 
26, 159.6, 61.1, 90.6,Small, red 
30, 165.6, 100.0, 115.0,X_Large, green 
39, 158.6, 79.1, 99.1,Medium, blue 
33, 165.3, 67.6, 100.0,Medium, blue 
29, 166.1, 74.0, 104.5,Large, lavender 
25, 149.5, 50.1, 86.2,X_Small, yellow 
34, 163.3, 58.7, 90.0,Small, red 
30, 165.2, 69.6, 97.6,Medium, blue 
33, 159.6, 59.9, 89.9,X_Small, yellow 
26, 171.5, 80.9, 100.3,Medium, blue 
19, 172.4, 78.8, 99.5,Medium, blue 
26, 174.1, 79.7, 95.5,Medium, blue 
23, 170.7, 74.6, 91.0,Small, red 
21, 168.4, 74.0, 94.5,Small, red 
21, 158.6, 56.9, 89.2,X_Small, yellow 
26, 161.1, 82.9, 106.6,Large, lavender 
43, 165.8, 77.0, 104.0,Large, lavender 
31, 167.3, 75.1, 98.0,Medium, blue 
35, 177.0, 88.9, 110.0,Large, lavender 
46, 157.4, 66.1, 87.2,X_Small, yellow 
52, 171.5, 84.2, 105.9,Large, lavender 
28, 152.5, 55.8, 85.2,X_Small, yellow 
24, 165.0, 98.3, 114.2,X_Large, green 
35, 153.7, 53.5, 87.0,X_Small, yellow 
40, 156.8, 58.1, 88.0,X_Small, yellow 
22, 156.9, 68.4, 89.2,X_Small, yellow 
34, 171.1, 72.5, 95.7,Medium, blue 
23, 163.9, 75.7, 107.0,Large, lavender 
38, 163.8, 73.3, 96.2,Medium, blue 
25, 175.6, 70.4, 93.0,Small, red 
32, 161.8, 59.0, 89.5,X_Small, yellow 
33, 174.5, 83.5, 105.0,Large, lavender 
30, 156.9, 63.5, 92.5,Small, red 
37, 166.8, 54.6, 89.5,X_Small, yellow 
23, 161.9, 61.0, 89.5,X_Small, yellow 
23, 165.7, 82.0, 110.1,Large, lavender 
25, 162.8, 68.5, 91.0,Small, red 
21, 166.0, 57.4, 90.3,Small, red 
20, 168.3, 61.6, 87.8,X_Small, yellow 
22, 167.2, 67.8, 84.6,X_Small, yellow 
19, 162.3, 55.8, 83.6,XX_Small, pink 
24, 167.2, 58.8, 87.0,X_Small, yellow 
24, 161.9, 59.1, 86.9,X_Small, yellow 
26, 155.8, 51.1, 79.4,XX_Small, pink 
22, 164.9, 59.1, 84.5,X_Small, yellow 
23, 173.0, 67.1, 88.0,X_Small, yellow 
19, 152.7, 52.2, 84.3,X_Small, yellow 
29, 167.0, 56.5, 83.8,XX_Small, pink 
24, 158.3, 77.4, 107.7,Large, lavender 
26, 164.3, 73.0, 96.3,Medium, blue 
24, 171.7, 66.9, 101.2,Medium, blue 
28, 162.3, 71.8, 100.0,Medium, blue 
23, 163.0, 59.4, 86.0,X_Small, yellow 
25, 171.0, 68.0, 92.5,Small, red 
24, 173.0, 77.9, 100.2,Medium, blue 
26, 172.5, 69.5, 96.0,Medium, blue 
26, 168.0, 75.5, 95.7,Medium, blue 
31, 168.2, 64.5, 92.2,Small, red 
26, 168.0, 84.3, 115.7,X_Large, green 
24, 182.9, 68.8, 91.5,Small, red 
22, 167.5, 64.3, 88.5,X_Small, yellow 
23, 172.7, 68.9, 104.0,Large, lavender 
45, 161.5, 65.1, 100.3,Medium, blue 
26, 149.7, 46.0, 83.7,XX_Small, pink 
28, 161.3, 61.0, 87.1,X_Small, yellow 
36, 177.1, 92.5, 111.5,Large, lavender 
25, 158.8, 66.6, 92.4,Small, red 
32, 173.6, 82.1, 99.7,Medium, blue 
24, 166.4, 59.1, 87.0,X_Small, yellow 
25, 158.4, 72.2, 102.5,Large, lavender 
28, 171.2, 77.0, 100.6,Medium, blue 
29, 165.8, 61.7, 87.6,X_Small, yellow 
36, 164.6, 68.5, 93.3,Small, red 
44, 172.3, 68.9, 96.6,Medium, blue 
33, 157.8, 58.7, 90.0,Small, red 
28, 167.1, 74.2, 104.0,Large, lavender 
45, 158.0, 82.0, 104.5,Large, lavender 
37, 158.4, 55.7, 92.5,Small, red 
38, 167.0, 64.8, 97.5,Medium, blue 
24, 158.5, 56.6, 91.0,Small, red 
22, 163.8, 58.4, 95.2,Medium, blue 
40, 158.9, 59.9, 90.7,Small, red 
38, 165.9, 78.5, 108.9,Large, lavender 
25, 155.0, 65.4, 94.3,Small, red 
48, 173.0, 83.8, 104.7,Large, lavender 
40, 150.0, 64.4, 102.7,Large, lavender 
32, 161.5, 80.9, 103.8,Large, lavender 
39, 164.5, 67.7, 90.6,Small, red 
29, 172.7, 84.7, 109.5,Large, lavender 
30, 166.7, 78.1, 103.2,Large, lavender 
28, 151.9, 55.2, 98.1,Medium, blue 
42, 170.0, 83.2, 111.3,Large, lavender 
28, 162.8, 69.4, 86.0,X_Small, yellow 
28, 160.0, 78.6, 106.8,Large, lavender 
28, 174.7, 85.1, 102.5,Large, lavender 
41, 158.3, 67.8, 92.5,Small, red 
35, 166.2, 64.5, 92.7,Small, red 
26, 169.7, 61.8, 87.3,X_Small, yellow 
26, 173.2, 84.3, 94.8,Small, red 
27, 164.7, 79.3, 98.2,Medium, blue 
26, 158.9, 72.7, 102.9,Large, lavender 
26, 154.5, 64.5, 96.5,Medium, blue 
41, 165.9, 75.5, 102.8,Large, lavender 
34, 152.2, 55.5, 89.1,X_Small, yellow 
35, 165.1, 77.9, 99.7,Medium, blue 
31, 176.7, 76.3, 101.6,Medium, blue 
27, 160.8, 78.5, 100.8,Medium, blue 
37, 160.5, 71.7, 99.7,Medium, blue 
27, 173.4, 67.4, 90.2,Small, red 
37, 166.1, 73.0, 97.2,Medium, blue 
53, 158.9, 75.4, 96.0,Medium, blue 
27, 174.1, 77.6, 91.2,Small, red 
27, 167.0, 81.0, 107.9,Large, lavender 
27, 168.0, 66.7, 86.5,X_Small, yellow 
26, 173.6, 79.1, 95.7,Medium, blue 
28, 168.2, 76.3, 99.0,Medium, blue 
29, 171.4, 65.0, 93.6,Small, red 
44, 154.6, 51.3, 85.6,X_Small, yellow 
27, 163.4, 59.1, 91.7,Small, red 
29, 156.8, 65.8, 93.0,Small, red 
31, 153.6, 50.4, 87.6,X_Small, yellow 
30, 158.4, 68.5, 96.2,Medium, blue 
37, 164.6, 62.9, 88.2,X_Small, yellow 
31, 166.4, 56.8, 89.1,X_Small, yellow 
26, 165.8, 66.1, 90.2,Small, red 
35, 173.8, 68.3, 91.0,Small, red 
26, 174.5, 79.1, 92.3,Small, red 
33, 159.5, 90.7, 107.2,Large, lavender 
35, 162.5, 78.3, 98.7,Medium, blue 
34, 162.3, 70.9, 96.7,Medium, blue 
26, 151.8, 50.9, 84.1,X_Small, yellow 
31, 152.5, 62.3, 100.8,Medium, blue 
24, 155.7, 66.4, 91.9,Small, red 
41, 173.0, 92.1, 109.3,Large, lavender 
35, 160.1, 67.1, 98.3,Medium, blue 
45, 159.7, 54.7, 83.9,XX_Small, pink 
27, 174.3, 78.4, 102.7,Large, lavender 
26, 168.3, 59.0, 92.5,Small, red 
32, 175.2, 76.3, 101.5,Medium, blue 
33, 161.8, 70.9, 96.7,Medium, blue 
26, 162.0, 70.3, 101.8,Medium, blue 
29, 164.9, 58.1, 86.2,X_Small, yellow 
